33.975336,-117.325406
33.9753553668,-117.325529603
33.9753571493,-117.325541276
33.9753587741,-117.325476649
33.9753423278,-117.325471766
33.975336,-117.325406
33.975336,-117.325406
33.9753549708,-117.325443763
33.9753509672,-117.325482007
33.9753410918,-117.325494744
33.9753563934,-117.325533247
33.975336,-117.325406
33.975336,-117.325406
33.975351063,-117.325524655
33.9753593908,-117.325439025
33.9753583382,-117.325465439
33.9753423215,-117.325440373
33.975336,-117.325406
33.975336,-117.325406
33.9753406841,-117.32549373
33.9753396369,-117.325419484
33.9753455876,-117.325412303
33.9753610248,-117.32556618
33.975336,-117.325406
33.975336,-117.325406
33.975346549,-117.325516666
33.9753618848,-117.325516105
33.9753367367,-117.325534236
33.9753658089,-117.325472153
33.975336,-117.325406
33.975336,-117.325406
33.9753532672,-117.325548762
33.975348193,-117.32549086
33.9753528793,-117.325419727
33.9753647491,-117.325407828
33.975336,-117.325406
33.975336,-117.325406
33.9753473138,-117.325412071
33.975344622,-117.32555445
33.9753444283,-117.325421825
33.9753419955,-117.325569958
33.975336,-117.325406
33.975336,-117.325406
33.9753599753,-117.325555692
33.9753420466,-117.325563009
33.9753497954,-117.325477266
33.9753607635,-117.325439601
33.975336,-117.325406
33.975336,-117.325406
33.9753651902,-117.325450808
33.9753407869,-117.325407163
33.9753555186,-117.325545162
33.9753426778,-117.325556775
33.975336,-117.325406
33.975336,-117.325406
33.9753381147,-117.325510582
33.9753613416,-117.325477057
33.9753400269,-117.325537907
33.9753585758,-117.325438373
33.975336,-117.325406
33.975336,-117.325406
33.9753581092,-117.325555261
33.9753596098,-117.325409678
33.9753559221,-117.325556465
33.9753529696,-117.325543331
33.975336,-117.325406
33.975336,-117.325406
33.9753382121,-117.325429046
33.9753484006,-117.325539768
33.9753382163,-117.325406843
33.9753532557,-117.325528464
33.975336,-117.325406
33.975336,-117.325406
33.9753508505,-117.325431244
33.9753489893,-117.325433902
33.9753606918,-117.325429656
33.9753426964,-117.3254824
33.975336,-117.325406
33.975336,-117.325406
33.9753430631,-117.32548652
33.9753590554,-117.325417741
33.9753396249,-117.325567777
33.9753434931,-117.325483046
33.975336,-117.325406
33.975336,-117.325406
33.9753588926,-117.325480163
33.9753655524,-117.325510203
33.9753593281,-117.32544741
33.975347443,-117.325513173
33.975336,-117.325406
33.975336,-117.325406
33.9753631521,-117.325443963
33.9753439547,-117.325456971
33.9753646609,-117.325535169
33.9753514172,-117.325542565
33.975336,-117.325406
33.975336,-117.325406
33.97534619,-117.32545379
33.9753541784,-117.325504895
33.9753658066,-117.32556188
33.9753368889,-117.325470572
33.975336,-117.325406
33.975336,-117.325406
33.9753377006,-117.325568563
33.9753591974,-117.325519062
33.9753380029,-117.325436556
33.9753553754,-117.325502621
33.975336,-117.325406
33.975336,-117.325406
33.9753572009,-117.325525207
33.9753516551,-117.325468866
33.9753447983,-117.325425945
33.9753518869,-117.325465194
33.975336,-117.325406
33.975336,-117.325406
33.9753475306,-117.325482972
33.9753576731,-117.325446531
33.975350588,-117.325417666
33.9753646567,-117.325447126
33.975336,-117.325406
33.975336,-117.325406
33.9753372404,-117.325460816
33.9753576982,-117.325534774
33.9753418529,-117.325532595
33.9753568004,-117.325564106
33.975336,-117.325406
33.975336,-117.325406
33.9753394966,-117.325492033
33.9753425288,-117.325443512
33.9753645511,-117.325449529
33.9753591187,-117.325440488
33.975336,-117.325406
33.975336,-117.325406
33.9753634386,-117.325486927
33.9753468852,-117.325451243
33.9753633956,-117.325451871
33.9753531674,-117.325520518
33.975336,-117.325406
33.975336,-117.325406
33.9753424477,-117.325524439
33.9753451186,-117.325455396
33.9753521321,-117.325542265
33.9753403883,-117.325522425
33.975336,-117.325406
33.975336,-117.325406
33.9753456841,-117.325441762
33.9753647648,-117.325531337
33.9753644204,-117.325469094
33.9753635711,-117.32547321
33.975336,-117.325406
33.975336,-117.325406
33.9753455428,-117.325475543
33.975339147,-117.32550589
33.9753400264,-117.325411354
33.9753434171,-117.325535316
33.975336,-117.325406
33.975336,-117.325406
33.9753409324,-117.325407141
33.9753542462,-117.325527231
33.97536152,-117.325441149
33.9753416404,-117.325517704
33.975336,-117.325406
